,pdfsize,metadata size,pages,xref Length,title characters,images,text,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,JS,Javascript,OpenAction
2029,11.0,256.0,1.0,16.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
6056,81.0,283.0,1.0,29.0,0.0,11.0,0.0,28.0,28.0,16.0,16.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6123,68.0,262.0,1.0,21.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
10260,37.446193900143086,301.29264815121627,3.276903049928456,205.18503595150244,0.2769030499284557,0.0,1.0,29.723096950071543,29.723096950071543,8.446193900143088,8.446193900143088,2.0,2.0,7,3.723096950071544,0.0,0.0,0.0
5097,8.0,239.0,1.0,10.0,8.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0
9548,65.0,229.0,16.0,80.0,0.0,0.0,1.0,29.0,29.0,7.0,7.0,2.0,2.0,7,4.0,0.0,0.0,0.0
7231,71.0,226.0,4.0,308.0,0.0,0.0,1.0,110.0,110.0,104.0,104.0,0.0,0.0,7,4.0,0.0,0.0,0.0
7352,92.0,226.0,4.0,169.0,0.0,0.0,1.0,319.0,319.0,312.0,312.0,0.0,0.0,14,1.0,0.0,0.0,0.0
4332,9.0,180.0,1.0,9.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,1.0,0.0
8828,20.0,180.0,2.0,23.0,0.0,0.0,1.0,22.0,22.0,4.0,4.0,1.0,1.0,2,2.0,0.0,0.0,0.0
9884,8.0,292.0,3.0,17.0,84.0,0.0,1.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
8682,375.0,348.0,2.0,451.0,31.0,3.0,1.0,69.0,69.0,18.0,18.0,2.0,2.0,2,2.0,0.0,0.0,0.0
2235,13.0,180.0,3.0,16.0,0.0,0.0,0.0,71.0,72.0,59.0,60.0,0.0,0.0,18,4.0,0.0,0.0,0.0
55,3.0,180.0,0.0,9.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6259,77.0,283.0,1.0,25.0,0.0,7.0,0.0,123.0,123.0,27.0,27.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1261,3.0,180.0,1.0,8.0,0.0,0.0,0.0,27.0,27.0,8.0,8.0,1.0,1.0,2,1.0,1.0,2.0,0.0
2327,8.0,251.0,1.0,10.0,6.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
340,10.0,180.0,1.0,9.0,0.0,0.0,0.0,15.0,15.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
5226,2.0,180.0,1.0,9.0,0.0,0.0,0.0,13.0,13.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
7923,92.0,450.0,2.0,448.0,18.0,0.0,1.0,54.0,54.0,50.0,50.0,0.0,0.0,2,2.0,0.0,0.0,0.0
3826,7.0,180.0,1.0,12.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
10841,74.70628020312817,265.0,1.0,21.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
10551,86.94455655300413,305.0,4.0,756.8661285455802,6.0,40.451881747467766,1.0,111.41108868939918,111.41108868939918,102.12237917420579,102.12237917420579,0.2740591262661156,0.2740591262661156,7,4.0,0.0,0.0,0.0
5823,79.0,273.0,4.0,84.0,0.0,0.0,1.0,48.0,48.0,42.0,42.0,0.0,0.0,7,4.0,0.0,0.0,0.0
3534,4.0,216.0,1.0,28.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1325,149.0,316.0,2.0,45.0,31.0,0.0,1.0,15.0,15.0,4.0,4.0,1.0,1.0,2,3.0,1.0,1.0,1.0
9232,28.0,298.0,1.0,12.0,0.0,1.0,0.0,29.0,29.0,17.0,17.0,2.0,2.0,7,1.0,0.0,0.0,0.0
7765,70.0,396.0,2.0,531.0,31.0,1.0,1.0,79.0,79.0,16.0,16.0,4.0,4.0,12,2.0,0.0,0.0,0.0
6114,87.0,283.0,1.0,28.0,0.0,10.0,0.0,16.0,16.0,5.0,5.0,2.0,2.0,7,2.0,0.0,0.0,0.0
482,8.0,180.0,1.0,10.0,0.0,0.0,0.0,20.0,20.0,6.0,6.0,1.0,1.0,2,5.0,1.0,2.0,1.0
1279,3.0,180.0,1.0,7.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
7956,80.0,349.0,2.0,541.0,14.0,0.0,1.0,40.0,40.0,34.0,34.0,0.0,0.0,10,2.0,0.0,0.0,0.0
475,5.0,218.0,1.0,10.0,0.0,0.0,0.0,10.0,10.0,2.0,2.0,1.0,1.0,2,1.0,1.0,2.0,0.0
11086,379.8207399702485,299.6506994831109,5.265843588472158,590.4482302485274,2.9366256461113682,7.1190123061665895,1.0,33.523950775333645,33.523950775333645,24.238024612333177,24.238024612333177,0.1468312823055684,0.1468312823055684,2,1.8531687176944316,0.0,0.0,0.0
1810,18.0,249.0,1.0,10.0,9.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
3650,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
5568,64.0,333.0,1.0,62.0,24.0,1.0,1.0,36.0,36.0,9.0,9.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2969,828.0,180.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0
671,9.0,180.0,1.0,9.0,0.0,0.0,0.0,22.0,22.0,6.0,6.0,1.0,1.0,2,5.0,1.0,2.0,1.0
9439,244.0,249.0,28.0,355.0,0.0,0.0,1.0,210.0,210.0,62.0,62.0,1.0,1.0,2,60.0,0.0,0.0,0.0
7757,81.0,420.0,5.0,444.0,28.0,0.0,1.0,416.0,416.0,210.0,210.0,2.0,2.0,2,2.0,2.0,3.0,0.0
5517,86.0,233.0,2.0,31.0,0.0,2.0,0.0,30.0,30.0,8.0,8.0,2.0,2.0,7,2.0,0.0,0.0,0.0
9237,18.0,287.0,1.0,26.0,4.0,0.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
187,16.0,180.0,1.0,10.0,0.0,0.0,0.0,21.0,21.0,10.0,10.0,1.0,1.0,2,2.0,0.0,0.0,0.0
10219,318.0302576904666,356.53415227599737,25.96974230953341,239.541941447059,28.323247436511135,10.248052707234596,1.0,245.36818447532107,245.36818447532107,58.86428988979027,58.86428988979027,4.699221082893838,4.699221082893838,12,30.96974230953341,0.0,0.0,0.0
9123,141.0,298.0,1.0,12.0,0.0,1.0,0.0,12.0,12.0,4.0,4.0,2.0,2.0,7,1.0,0.0,0.0,0.0
5573,55.0,291.0,2.0,85.0,0.0,3.0,1.0,32.0,32.0,28.0,28.0,0.0,0.0,7,2.0,0.0,0.0,0.0
10646,4.700048251631049,349.7501206290776,1.0,30.85026538397077,12.750120629077621,0.0,0.35002412581552433,27.4000965032621,27.4000965032621,9.0,9.0,1.0,1.0,2,1.0,1.2999517483689513,1.949927622553427,0.0
7116,76.0,262.0,1.0,21.0,0.0,1.0,0.0,117.0,117.0,21.0,21.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1128,15.0,180.0,1.0,10.0,0.0,0.0,0.0,14.0,14.0,11.0,11.0,0.0,0.0,7,1.0,0.0,0.0,0.0
2471,7.0,246.0,1.0,19.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
5898,75.0,301.0,3.0,136.0,5.0,0.0,1.0,135.0,135.0,9.0,9.0,2.0,2.0,7,3.0,0.0,0.0,1.0
2099,3.0,218.0,1.0,10.0,0.0,0.0,0.0,35.0,35.0,1.0,1.0,1.0,1.0,2,31.0,1.0,1.0,1.0
10496,318.0865036923116,368.20627803551236,2.0,345.3526688994243,25.986691739644364,1.0,1.0,62.94011282839964,62.94011282839964,56.94011282839964,56.94011282839964,0.0,0.0,10,2.0,0.0,0.0,0.0
9274,20.0,260.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
5608,31.0,303.0,3.0,40.0,8.0,0.0,1.0,39.0,39.0,11.0,11.0,2.0,2.0,7,3.0,0.0,0.0,0.0
4691,739.0,591.0,19.0,329.0,32.0,7.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
10146,54.850096794441924,307.0,4.5400387177767705,54.08007743555354,8.0,0.0,1.0,53.08007743555354,53.08007743555354,17.54003871777677,17.54003871777677,2.0,2.0,7,4.5400387177767705,0.0,0.0,0.0
1204,2.0,180.0,1.0,10.0,0.0,0.0,0.0,14.0,14.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
615,74.0,373.0,1.0,16.0,16.0,-1.0,2.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9365,20.0,298.0,1.0,13.0,0.0,1.0,0.0,22.0,22.0,10.0,10.0,2.0,2.0,7,1.0,0.0,0.0,0.0
7129,84.0,283.0,1.0,28.0,0.0,10.0,0.0,83.0,83.0,20.0,20.0,2.0,2.0,7,1.0,0.0,0.0,0.0
236,8.0,180.0,1.0,10.0,0.0,0.0,0.0,30.0,30.0,4.0,4.0,1.0,1.0,2,1.0,1.0,2.0,1.0
8307,188.0,429.0,8.0,575.0,31.0,2.0,1.0,85.0,85.0,26.0,26.0,3.0,3.0,10,2.0,2.0,3.0,0.0
10698,91.72726657249419,425.27273342750584,1.0,478.8342195302893,34.47593727706019,0.0,1.0,57.2620313614699,57.2620313614699,50.52406272293981,50.52406272293981,0.0,0.0,11,2.0,0.0,0.0,0.0
6075,84.0,283.0,1.0,33.0,0.0,15.0,0.0,39.0,39.0,7.0,7.0,1.0,1.0,2,4.0,0.0,0.0,0.0
8849,203.0,304.0,6.0,124.0,0.0,0.0,1.0,119.0,119.0,21.0,21.0,2.0,2.0,7,6.0,0.0,0.0,0.0
3520,3.0,180.0,0.0,8.0,0.0,0.0,0.0,49.0,49.0,18.0,18.0,3.0,3.0,10,1.0,1.0,1.0,1.0
9675,23.0,288.0,4.0,133.0,0.0,0.0,1.0,60.0,60.0,20.0,20.0,2.0,2.0,7,14.0,0.0,0.0,0.0
8826,20.0,180.0,2.0,19.0,0.0,0.0,1.0,18.0,18.0,2.0,2.0,1.0,1.0,2,2.0,0.0,0.0,0.0
3523,77.0,348.0,1.0,16.0,16.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1171,12.0,180.0,1.0,9.0,0.0,0.0,0.0,26.0,25.0,3.0,3.0,1.0,1.0,2,1.0,1.0,2.0,1.0
2087,17.0,180.0,1.0,10.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0
122,16.0,180.0,1.0,10.0,0.0,0.0,0.0,25.0,25.0,4.0,4.0,1.0,1.0,2,5.0,1.0,1.0,1.0
9236,17.0,298.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6751,32.0,298.0,1.0,12.0,0.0,1.0,0.0,24.0,24.0,12.0,12.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1444,15.0,180.0,1.0,10.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
1928,27.0,246.0,1.0,10.0,7.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,1.0,2,1.0,1.0,2.0,0.0
6990,76.0,265.0,1.0,21.0,0.0,1.0,0.0,30.0,30.0,18.0,18.0,2.0,2.0,7,1.0,0.0,0.0,0.0
8058,340.0,432.0,6.0,1408.0,30.0,0.0,1.0,119.0,119.0,15.0,15.0,2.0,2.0,7,3.0,2.0,3.0,2.0
3238,301.0,297.0,1.0,83.0,3.0,1.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0
468,4.0,180.0,1.0,14.0,0.0,0.0,0.0,20.0,20.0,6.0,6.0,1.0,1.0,2,5.0,1.0,2.0,1.0
4390,53.0,180.0,2.0,24.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
5745,65.0,335.0,4.0,55.0,8.0,0.0,1.0,54.0,54.0,13.0,13.0,1.0,1.0,2,4.0,0.0,0.0,0.0
8204,1.0,346.0,1.0,7.0,9.0,0.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0
6229,80.0,262.0,1.0,21.0,0.0,1.0,0.0,152.0,152.0,27.0,27.0,2.0,2.0,7,1.0,0.0,0.0,0.0
7143,92.0,265.0,2.0,24.0,0.0,2.0,0.0,31.0,31.0,19.0,19.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6118,84.0,283.0,1.0,30.0,0.0,12.0,0.0,127.0,127.0,25.0,25.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6707,75.0,283.0,1.0,26.0,0.0,8.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
3780,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0
418,4.0,224.0,1.0,10.0,0.0,0.0,0.0,10.0,10.0,2.0,2.0,1.0,1.0,2,1.0,1.0,2.0,0.0
3257,7.0,298.0,1.0,16.0,2.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1702,18.0,256.0,2.0,22.0,15.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4914,7.0,215.0,1.0,10.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
7827,60.0,357.0,3.0,516.0,23.0,0.0,1.0,37.0,37.0,31.0,31.0,0.0,0.0,7,2.0,0.0,0.0,0.0
950,8.0,180.0,1.0,11.0,0.0,0.0,0.0,24.0,24.0,8.0,8.0,1.0,1.0,2,7.0,1.0,2.0,1.0
8996,21.0,299.0,2.0,19.0,21.0,0.0,1.0,24.0,24.0,21.0,21.0,0.0,0.0,7,1.0,0.0,0.0,0.0
5960,74.0,265.0,1.0,21.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
10339,93.75629179605822,345.21854101970894,2.6731124611825354,693.2572157868042,18.711787228277746,0.0,1.0,203.75046199537297,203.75046199537297,195.3017203545846,195.3017203545846,0.0,0.0,10,4.448741640788357,0.0,0.0,0.0
909,15.0,180.0,1.0,10.0,0.0,0.0,0.0,21.0,20.0,3.0,3.0,1.0,1.0,2,1.0,1.0,2.0,1.0
10202,43.48620108205741,296.323052062075,3.132305206207505,113.1323052062075,1.587662474490057,0.0,1.0,47.073863556547465,47.073863556547465,14.338473968962477,14.338473968962477,2.0,2.0,7,8.338473968962477,0.0,0.0,0.0
10743,142.1170482709547,377.3104326041115,3.0432569962141276,2702.0966921665786,21.65394403028698,0.0,1.0,96.26463106435983,96.26463106435983,26.21882952460817,26.21882952460817,2.0,2.0,4,2.9567430037858724,1.0432569962141274,2.0432569962141276,0.0
2265,9.0,180.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
8665,185.0,544.0,25.0,1224.0,87.0,26.0,1.0,99.0,99.0,31.0,31.0,2.0,2.0,7,23.0,0.0,0.0,0.0
7164,81.0,265.0,1.0,21.0,0.0,1.0,0.0,115.0,115.0,44.0,44.0,1.0,1.0,2,14.0,0.0,0.0,0.0
3041,83.0,180.0,1.0,10.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
10799,87.54118930275297,283.0,1.0,29.0,0.0,11.0,0.0,127.02745953516865,127.02745953516865,23.229405348623512,23.229405348623512,2.0,2.0,7,1.0,0.0,0.0,0.0
7756,53.0,421.0,1.0,334.0,26.0,0.0,1.0,119.0,119.0,55.0,55.0,2.0,2.0,2,1.0,3.0,3.0,0.0
7211,57.0,226.0,4.0,267.0,0.0,0.0,1.0,65.0,65.0,33.0,33.0,2.0,2.0,7,4.0,0.0,0.0,0.0
5532,56.0,290.0,13.0,63.0,9.0,0.0,1.0,62.0,62.0,18.0,18.0,2.0,2.0,7,13.0,0.0,0.0,0.0
9531,26.0,288.0,6.0,36.0,0.0,0.0,1.0,22.0,22.0,6.0,6.0,2.0,2.0,7,3.0,0.0,0.0,0.0
11104,358.4219158232096,379.9573141913445,16.475273084028977,698.6421128897737,24.773034910149388,0.0,1.0,57.0,57.0,35.41124437104571,35.41124437104571,1.113482544925306,1.113482544925306,8,2.556741272462653,0.0,0.0,0.0
8217,25.0,349.0,1.0,10.0,12.0,0.0,0.0,9.0,9.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
10358,61.05250392014678,262.0,1.0,21.0,0.0,1.0,0.0,33.62291339987768,33.62291339987768,21.622913399877678,21.622913399877678,2.0,2.0,7,1.0,0.0,0.0,0.0
1137,9.0,180.0,1.0,9.0,0.0,0.0,0.0,23.0,23.0,7.0,7.0,1.0,1.0,2,4.0,2.0,3.0,1.0
2823,9.0,180.0,1.0,9.0,0.0,0.0,0.0,9.0,8.0,2.0,2.0,0.0,0.0,1,1.0,2.0,3.0,0.0
4088,6.0,250.0,1.0,15.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
10447,87.06411967296944,283.0,1.0,29.0,0.0,11.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
8541,261.0,286.0,3.0,18.0,0.0,3.0,0.0,128.0,128.0,23.0,23.0,2.0,2.0,7,1.0,0.0,0.0,0.0
4493,6.0,250.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,0.0,1.0,0.0,0.0
4630,6.0,277.0,1.0,17.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0
4917,79.0,256.0,1.0,96.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
5944,87.0,283.0,1.0,27.0,0.0,9.0,0.0,26.0,26.0,14.0,14.0,2.0,2.0,7,1.0,0.0,0.0,0.0
5667,72.0,321.0,2.0,208.0,23.0,0.0,1.0,207.0,207.0,25.0,25.0,2.0,2.0,7,2.0,0.0,0.0,0.0
7733,63.0,389.0,1.0,356.0,35.0,0.0,1.0,56.0,56.0,49.0,49.0,0.0,0.0,13,2.0,0.0,0.0,0.0
10180,83.35796465237344,265.0,1.0,21.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
10994,73.8582517514828,276.0,1.0,66.00776226037956,0.0,1.0,1.0,22.0,22.0,19.0,19.0,0.0,0.0,7,1.0,0.0,0.0,0.0
3525,566.0,180.0,1.0,127.0,0.0,0.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
10621,47.721597022867506,275.24746931300666,2.0309336641258326,19.030933664125833,0.9690663358741672,0.09280099237749839,0.9690663358741672,75.12373465650333,75.12373465650333,21.618673282516657,21.618673282516657,1.0309336641258326,1.0309336641258326,2,19.75253068699334,0.0,0.0,0.0
10727,98.46473683549299,283.0,1.0,30.72115789870421,0.0,12.721157898704208,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2374,5.0,180.0,1.0,8.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
1417,1.0,180.0,0.0,10.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
5659,53.0,318.0,4.0,57.0,23.0,0.0,1.0,56.0,56.0,18.0,18.0,2.0,2.0,7,4.0,0.0,0.0,0.0
4271,6.0,196.0,1.0,28.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
1065,9.0,180.0,1.0,9.0,0.0,0.0,0.0,22.0,22.0,8.0,8.0,3.0,3.0,10,2.0,1.0,1.0,0.0
4018,8.0,180.0,2.0,13.0,0.0,0.0,0.0,14.0,14.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
6091,90.0,467.0,1.0,94.0,32.0,1.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
10324,88.45971276754618,348.61773756429193,7.325421992700111,619.7551524722076,17.45971276754618,0.48657092251539313,1.0,105.05059217686889,105.05059217686889,32.701436162269104,32.701436162269104,2.0,2.0,4,10.24484752779247,1.0268581549692137,1.5402872324538206,0.0
9147,28.0,260.0,1.0,12.0,0.0,1.0,0.0,34.0,34.0,22.0,22.0,2.0,2.0,7,1.0,0.0,0.0,0.0
10708,83.87356455785566,425.6102435003861,2.8526642114939103,733.92581542376,29.578892980843484,0.0,1.0,49.0418006927235,49.0418006927235,41.17868630804872,41.17868630804872,0.0,0.0,11,2.431557192337393,0.0,0.0,0.0
7115,90.0,262.0,1.0,21.0,0.0,1.0,0.0,145.0,145.0,43.0,43.0,2.0,2.0,7,34.0,0.0,0.0,0.0
9977,76.0,380.0,1.0,16.0,16.0,-1.0,2.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
8856,174.0,304.0,8.0,133.0,0.0,0.0,1.0,126.0,126.0,20.0,20.0,2.0,2.0,7,8.0,0.0,0.0,0.0
10587,15.529971671317366,280.1656161472867,3.1987393767440118,39.16561614728668,0.4637252124026947,0.0,1.0,157.5362747875973,157.5362747875973,18.19873937674401,18.19873937674401,1.0331232294573354,1.0331232294573354,2,17.4369050992253,0.0,0.0,0.0
9761,13.0,253.0,7.0,33.0,0.0,0.0,1.0,25.0,25.0,6.0,6.0,2.0,2.0,7,5.0,0.0,0.0,0.0
9280,29.0,298.0,1.0,12.0,0.0,1.0,0.0,20.0,20.0,8.0,8.0,2.0,2.0,7,1.0,0.0,0.0,0.0
11029,89.35988072215243,227.63716841668162,30.103249055784897,177.08554388878918,0.0,0.0,1.0,36.63421755551567,36.63421755551567,11.725663166636753,11.725663166636753,1.4542771944394588,1.4542771944394588,4,5.637168416681623,0.0,0.0,0.0
6730,52.0,298.0,2.0,17.0,0.0,2.0,0.0,16.0,16.0,5.0,5.0,2.0,2.0,7,2.0,0.0,0.0,0.0
4367,5.0,180.0,7.0,18.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1542,15.0,180.0,1.0,7.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
216,7.0,180.0,1.0,5.0,0.0,0.0,0.0,21.0,21.0,11.0,11.0,1.0,1.0,2,1.0,5.0,6.0,0.0
5529,54.0,259.0,27.0,107.0,9.0,1.0,1.0,106.0,106.0,29.0,29.0,1.0,1.0,2,27.0,0.0,0.0,0.0
2664,773.0,263.0,1.0,60.0,0.0,1.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9223,17.0,298.0,1.0,13.0,0.0,1.0,0.0,30.0,30.0,18.0,18.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1602,19.0,256.0,2.0,22.0,15.0,0.0,1.0,40.0,40.0,15.0,15.0,1.0,1.0,2,14.0,1.0,2.0,1.0
9571,11.0,229.0,1.0,12.0,0.0,0.0,1.0,26.0,26.0,6.0,6.0,1.0,1.0,2,6.0,0.0,0.0,0.0
3443,7.0,180.0,1.0,11.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
4065,8.0,180.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,0.0,1.0,0.0,0.0
630,8.0,276.0,4.0,18.0,16.0,0.0,1.0,28.0,28.0,10.0,10.0,1.0,1.0,2,9.0,1.0,2.0,1.0
3003,78.0,340.0,1.0,16.0,4.0,-1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2,0.0,1.0,1.0,1.0
6338,33.0,298.0,1.0,12.0,0.0,1.0,0.0,31.0,31.0,28.0,28.0,0.0,0.0,7,1.0,0.0,0.0,0.0
3622,604.0,180.0,1.0,127.0,0.0,0.0,1.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
5005,8.0,226.0,4.0,18.0,30.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
10118,85.80283488886205,390.2165751527392,20.581024138831857,140.04929127778448,72.80807048615304,2.049291277784487,1.0,40.63555101390734,40.63555101390734,23.29051206941593,23.29051206941593,1.0246456388922436,1.0246456388922436,7,2.5369684583383654,0.0,0.0,0.0
7150,91.0,526.0,1.0,207.0,85.0,0.0,1.0,43.0,43.0,40.0,40.0,0.0,0.0,7,1.0,0.0,0.0,0.0
6021,99.0,461.0,1.0,105.0,12.0,1.0,1.0,29.0,29.0,26.0,26.0,0.0,0.0,7,1.0,0.0,0.0,0.0
903,3.0,260.0,1.0,10.0,10.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4749,91.0,297.0,1.0,83.0,3.0,1.0,0.0,10.0,9.0,2.0,2.0,0.0,0.0,1,1.0,2.0,3.0,0.0
3693,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,86.0,86.0,21.0,21.0,1.0,1.0,2,3.0,0.0,0.0,0.0
10309,72.30061240566998,262.0,1.0,21.0,0.0,1.0,0.0,58.47361912264599,58.47361912264599,17.293251679244,16.586503358488006,1.6466258396220015,1.6466258396220015,5,3.060122481133996,0.0,0.0,0.0
1842,3.0,180.0,1.0,7.0,0.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6777,31.0,260.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6512,78.0,374.0,20.0,480.0,62.0,0.0,1.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
8153,72.0,394.0,6.0,84.0,32.0,0.0,1.0,204.0,204.0,27.0,27.0,2.0,2.0,7,7.0,0.0,0.0,0.0
4309,75.0,256.0,1.0,36.0,0.0,12.0,0.0,12.0,12.0,2.0,2.0,2.0,2.0,7,2.0,1.0,1.0,1.0
7421,96.0,364.0,8.0,322.0,16.0,0.0,1.0,141.0,141.0,55.0,55.0,2.0,2.0,7,8.0,0.0,0.0,0.0
64,7.0,180.0,1.0,10.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
